,Tweet_ID,Sentiment_Label,Logits_Neutral,Logits_Positive,Logits_Negative,Language,Geolocation_coordinate,RT,Likes,Retweets,Country,Date Created
63,1353506230795382784,negative,0.3951143622398377,-0.4629318416118622,2.8562934398651123,en,NO,NO,147,12,,Mon Jan 25 00:53:27 +0000 2021
64,1353506243927810048,negative,1.344559907913208,-0.15246456861495972,2.0562360286712646,en,NO,NO,40,57,,Mon Jan 25 00:53:30 +0000 2021
65,1353506674825453568,negative,0.7666993737220764,0.06947170943021774,2.4967854022979736,en,NO,NO,85,3,,Mon Jan 25 00:55:12 +0000 2021
66,1353506825841348608,negative,0.822903037071228,0.3863340318202973,1.7130458354949951,en,NO,NO,1540,231,,Mon Jan 25 00:55:48 +0000 2021
67,1353506955139174401,negative,0.8638360500335693,-0.8159233331680298,2.0581655502319336,en,NO,NO,43,35,,Mon Jan 25 00:56:19 +0000 2021
68,1353507652953731072,negative,1.0052151679992676,-0.8044714927673341,2.5142757892608643,en,NO,NO,145,29,,Mon Jan 25 00:59:06 +0000 2021
69,1353507823129300994,neutral,1.3380320072174072,0.2817123830318451,0.4648520648479462,en,NO,NO,114,58,,Mon Jan 25 00:59:46 +0000 2021
70,1353495337302953991,neutral,1.1799124479293823,-0.11032938212156296,0.6719392538070679,en,NO,NO,48,12,,Mon Jan 25 00:10:09 +0000 2021
71,1353504035064614912,neutral,1.0106946229934692,0.9643325805664062,0.1169389858841896,en,NO,NO,334,133,,Mon Jan 25 00:44:43 +0000 2021
72,1353492784884436994,neutral,1.6538532972335815,-0.39942044019699097,1.245189189910889,en,NO,NO,182,44,,Mon Jan 25 00:00:01 +0000 2021
73,1353505230101602305,negative,1.156726360321045,-0.8983626365661621,1.9818925857543943,en,NO,NO,53,4,,Mon Jan 25 00:49:28 +0000 2021
74,1353509019650977792,negative,0.7972275018692017,-0.45878866314888,3.1096012592315674,en,NO,NO,978,522,,Mon Jan 25 01:04:31 +0000 2021
75,1353509745060179968,positive,1.0921190977096558,1.8948860168457031,0.2670556902885437,en,NO,NO,37,11,,Mon Jan 25 01:07:24 +0000 2021
76,1353509957992394752,neutral,1.5813443660736084,0.7244401574134827,0.5756193995475769,en,NO,NO,57,15,,Mon Jan 25 01:08:15 +0000 2021
77,1353510085708767232,negative,1.5681273937225342,0.1350870281457901,1.6166344881057741,en,NO,NO,4401,1505,PH,Mon Jan 25 01:08:46 +0000 2021
78,1353511011345600512,neutral,1.0561897754669192,0.8726135492324829,0.6417021155357361,en,NO,NO,263,10,,Mon Jan 25 01:12:26 +0000 2021
79,1353511585357180929,neutral,1.5077040195465088,0.7999802231788635,1.107210636138916,en,NO,NO,70,54,,Mon Jan 25 01:14:43 +0000 2021
80,1353511770728640518,negative,1.2676141262054443,-0.5200980305671692,1.8706274032592771,en,NO,NO,57,10,,Mon Jan 25 01:15:27 +0000 2021
81,1353512492639510529,positive,0.8736116886138916,1.3119381666183472,1.0203036069869995,en,NO,NO,424,82,,Mon Jan 25 01:18:19 +0000 2021
82,1353512701247582208,negative,1.0170966386795044,-0.7444903254508972,2.6936848163604736,en,NO,NO,109,55,,Mon Jan 25 01:19:09 +0000 2021
83,1353512814355361793,positive,0.9770004153251648,0.995962619781494,0.023775076493620872,en,NO,NO,34,17,,Mon Jan 25 01:19:36 +0000 2021
84,1353512825575120896,negative,0.904948592185974,-0.5182747840881348,1.3285423517227173,en,NO,NO,428,273,,Mon Jan 25 01:19:39 +0000 2021
85,1353512945318244352,neutral,2.1385531425476074,-0.18526268005371094,0.08474406599998474,en,NO,NO,182,53,,Mon Jan 25 01:20:07 +0000 2021
86,1353513643292323841,negative,0.9904000759124756,0.683094322681427,1.3305156230926514,en,NO,NO,804,173,,Mon Jan 25 01:22:54 +0000 2021
87,1353514044171415552,negative,1.057705998420715,-0.9053059220314026,2.4383506774902344,en,NO,NO,36,5,,Mon Jan 25 01:24:29 +0000 2021
88,1353514641826197504,negative,1.2207125425338743,-0.427069216966629,2.060022592544556,en,NO,NO,62,20,,Mon Jan 25 01:26:52 +0000 2021
89,1353515553160196096,negative,0.9770936369895936,0.7152474522590637,1.2031896114349363,en,NO,NO,40,5,,Mon Jan 25 01:30:29 +0000 2021
90,1353515570289799169,negative,0.5037070512771606,-1.0920935869216921,4.491606712341309,en,NO,NO,222,9,,Mon Jan 25 01:30:33 +0000 2021
91,1353515681514475521,neutral,1.7109006643295288,0.9984806776046752,0.5871290564537048,en,NO,NO,68,42,,Mon Jan 25 01:31:00 +0000 2021
92,1353516184809869314,positive,1.7662402391433716,2.5194923877716064,0.14285637438297272,en,NO,NO,133,40,,Mon Jan 25 01:33:00 +0000 2021
93,1353516984391114753,neutral,1.0892698764801023,0.6199215650558472,0.9674351811408995,en,NO,NO,529,96,,Mon Jan 25 01:36:10 +0000 2021
94,1353517181699559425,negative,1.0758000612258911,-0.3826294243335724,1.1467474699020386,en,NO,NO,30,5,,Mon Jan 25 01:36:57 +0000 2021
95,1353517324310089734,negative,0.9877744317054749,-0.9192996621131896,2.4134583473205566,en,NO,NO,4411,839,,Mon Jan 25 01:37:31 +0000 2021
96,1353517371403739137,negative,1.7908456325531006,-0.7206960320472717,1.9364571571350095,en,NO,NO,936,69,,Mon Jan 25 01:37:43 +0000 2021
97,1353517680536375297,negative,1.1256214380264282,-0.1785319745540619,1.442039966583252,en,NO,NO,3775,345,,Mon Jan 25 01:38:56 +0000 2021
98,1353518166794756096,negative,0.6724980473518372,-0.8666411638259888,3.0077114105224614,en,NO,NO,34,4,,Mon Jan 25 01:40:52 +0000 2021
99,1353518221735972864,negative,0.7880300879478455,0.5981495380401611,1.4704443216323853,en,NO,NO,740,5,,Mon Jan 25 01:41:05 +0000 2021
100,1353518222008586241,neutral,0.7644062638282776,0.7593865990638733,0.5093696713447571,en,NO,NO,81,45,,Mon Jan 25 01:41:05 +0000 2021
101,1353518314098716673,negative,0.3455665409564972,-1.1759227514266968,3.856389999389648,en,NO,NO,37,11,,Mon Jan 25 01:41:27 +0000 2021
102,1353519443977019392,neutral,1.6257632970809937,0.4525090157985687,0.7011691331863403,en,NO,NO,63,35,,Mon Jan 25 01:45:57 +0000 2021
103,1353519502323896320,negative,1.4588563442230225,-0.7772445678710938,2.5566117763519287,en,NO,NO,266,41,,Mon Jan 25 01:46:11 +0000 2021
104,1353519712391417856,positive,0.8428956866264343,1.6699668169021606,0.2820887863636017,en,NO,NO,30,3,,Mon Jan 25 01:47:01 +0000 2021
105,1353519917132369920,negative,1.1027613878250122,-1.2594079971313477,3.339136838912964,en,NO,NO,58,10,,Mon Jan 25 01:47:50 +0000 2021
106,1353520114352545792,neutral,1.554048776626587,1.1117550134658811,0.19462713599205014,en,NO,NO,116,9,,Mon Jan 25 01:48:37 +0000 2021
107,1353520507157676033,negative,0.7970466017723083,-0.4886898100376129,1.2635926008224487,en,NO,NO,66,27,,Mon Jan 25 01:50:10 +0000 2021
108,1353520726192615427,neutral,2.2038044929504395,-0.4259219467639923,1.4969998598098757,en,NO,NO,713,230,,Mon Jan 25 01:51:02 +0000 2021
109,1353521988459929605,negative,0.8372168540954591,-0.3527016043663025,2.370656967163086,en,NO,NO,36,14,,Mon Jan 25 01:56:03 +0000 2021
110,1353511367626559490,positive,0.9770004153251648,0.995962619781494,0.023775089532136917,en,NO,NO,50,9,,Mon Jan 25 01:13:51 +0000 2021
111,1353516698146635776,neutral,1.72409987449646,-0.2621890902519226,1.5969691276550293,en,NO,NO,46,24,,Mon Jan 25 01:35:02 +0000 2021
112,1353519269405986818,neutral,1.2236803770065308,0.8854025602340698,0.3246646821498871,en,NO,NO,115,60,,Mon Jan 25 01:45:15 +0000 2021
113,1353519342126837760,negative,1.47157621383667,-0.9688647389411926,2.342138290405273,en,NO,NO,33,11,,Mon Jan 25 01:45:32 +0000 2021
114,1353511404213571586,neutral,1.7667275667190552,0.6786828637123108,0.1683977097272873,en,NO,NO,73,8,,Mon Jan 25 01:14:00 +0000 2021
115,1353509365270065153,neutral,1.3525247573852541,0.09827104955911636,1.2176756858825684,en,NO,NO,66,27,,Mon Jan 25 01:05:54 +0000 2021
116,1353523340829466625,neutral,1.4147684574127195,1.362758994102478,0.8111094236373901,en,NO,NO,88,15,,Mon Jan 25 02:01:26 +0000 2021
117,1353523392746565633,negative,1.1526638269424438,-0.8820110559463501,2.492827892303467,en,NO,NO,297,91,,Mon Jan 25 02:01:38 +0000 2021
118,1353524027051094018,positive,0.2510872185230255,3.288285732269287,-0.677425742149353,en,NO,NO,82,14,,Mon Jan 25 02:04:09 +0000 2021
119,1353524137411694595,negative,1.1795991659164429,-0.6063175201416016,1.799046754837036,en,NO,NO,90,21,,Mon Jan 25 02:04:36 +0000 2021
120,1353524575573848064,neutral,1.67391037940979,0.7367579936981201,0.16950438916683194,en,NO,NO,70,6,,Mon Jan 25 02:06:20 +0000 2021
121,1353524825059434496,negative,0.42372676730155945,0.19850444793701166,0.8504484295845032,en,NO,NO,64,10,,Mon Jan 25 02:07:20 +0000 2021
122,1353525366514741248,negative,1.2807227373123171,-0.36549755930900574,1.7773241996765137,en,NO,NO,35,23,,Mon Jan 25 02:09:29 +0000 2021
123,1353525551559036929,neutral,1.460968255996704,-0.4853948056697846,0.956878662109375,en,NO,NO,98,48,,Mon Jan 25 02:10:13 +0000 2021
124,1353525797412347909,negative,0.1297982782125473,-0.3987298309803009,1.828278660774231,en,NO,NO,120,7,,Mon Jan 25 02:11:12 +0000 2021
125,1353526036068093957,positive,1.4640796184539795,2.0452029705047607,-0.3773601055145264,en,NO,NO,76,3,,Mon Jan 25 02:12:08 +0000 2021
126,1353526262862499840,neutral,0.8502623438835144,0.3001116216182709,0.4553858637809754,en,NO,NO,30,4,,Mon Jan 25 02:13:03 +0000 2021
127,1353526400028872709,negative,0.3894693851470947,0.008524060249328613,2.3710596561431885,en,NO,NO,335,59,,Mon Jan 25 02:13:35 +0000 2021
128,1353526421298307073,negative,1.528948426246643,-1.1806799173355105,2.502884864807129,en,NO,NO,101,28,,Mon Jan 25 02:13:40 +0000 2021
129,1353526573283082240,positive,2.1877210140228267,3.46616005897522,-0.79913729429245,en,NO,NO,42,8,,Mon Jan 25 02:14:17 +0000 2021
130,1353526665222234114,negative,1.2344038486480713,-0.36314600706100464,1.720469355583191,en,NO,NO,42,3,,Mon Jan 25 02:14:38 +0000 2021
131,1353527454875447296,positive,1.4889938831329346,2.6930110454559326,-0.3742568492889404,en,NO,NO,644,101,,Mon Jan 25 02:17:47 +0000 2021
132,1353527734782341122,negative,0.7623211741447449,0.23966094851493835,1.3615766763687134,en,NO,NO,57,17,,Mon Jan 25 02:18:53 +0000 2021
133,1353528137532006400,neutral,1.3860512971878052,0.6892071962356567,0.411324143409729,en,NO,NO,1365,227,,Mon Jan 25 02:20:29 +0000 2021
134,1353528686650273792,negative,0.8522239923477173,-0.7560836672782898,2.7849693298339844,en,NO,NO,179,47,,Mon Jan 25 02:22:40 +0000 2021
135,1353529124829224960,negative,1.2924398183822632,-1.1237412691116333,3.6108415126800537,en,NO,NO,71,10,,Mon Jan 25 02:24:25 +0000 2021
136,1353529185499832325,negative,0.6650957465171814,-0.9974010586738586,3.9789304733276367,en,NO,NO,67,29,,Mon Jan 25 02:24:39 +0000 2021
137,1353529457324113921,neutral,1.6368671655654907,-0.026169471442699432,1.5720062255859375,en,NO,NO,198,32,,Mon Jan 25 02:25:44 +0000 2021
138,1353529835541450752,negative,1.4077706336975098,-0.8259416818618774,3.116540908813477,en,NO,NO,75,10,,Mon Jan 25 02:27:14 +0000 2021
139,1353529978646749184,neutral,1.8007047176361084,0.13043154776096344,1.3656097650527954,en,NO,NO,104,48,,Mon Jan 25 02:27:48 +0000 2021
140,1353530032673742849,positive,0.9279247522354126,3.53733491897583,-0.3052473366260529,en,NO,NO,38,10,,Mon Jan 25 02:28:01 +0000 2021
141,1353530608811696128,positive,0.8143271803855896,0.8519020080566406,0.23546963930130005,en,NO,NO,103,52,,Mon Jan 25 02:30:19 +0000 2021
142,1353532005946810368,negative,1.127509593963623,-0.1386033296585083,2.8716742992401123,en,NO,NO,85,4,,Mon Jan 25 02:35:52 +0000 2021
143,1353532503949099008,negative,0.798447847366333,0.07059815526008606,1.827970266342163,en,NO,NO,66,11,,Mon Jan 25 02:37:51 +0000 2021
144,1353532895739183104,positive,2.7010939121246342,2.704754590988159,-1.1643731594085691,en,NO,NO,121,11,,Mon Jan 25 02:39:24 +0000 2021
145,1353532918765920259,negative,0.23185065388679504,0.21353518962860107,1.4443050622940063,en,NO,NO,95,6,,Mon Jan 25 02:39:29 +0000 2021
146,1353533151394492418,negative,1.4721368551254272,-0.7055136561393738,2.0784838199615483,en,NO,NO,58,16,,Mon Jan 25 02:40:25 +0000 2021
147,1353533197880012800,neutral,1.8866642713546755,0.7764073610305786,0.2961454391479492,en,NO,NO,50,21,,Mon Jan 25 02:40:36 +0000 2021
148,1353533416713691137,negative,0.9508817195892334,-0.3322089612483978,1.1310547590255735,en,NO,NO,31,13,,Mon Jan 25 02:41:28 +0000 2021
149,1353533588852117504,neutral,1.3227097988128662,-0.16493287682533264,1.1574227809906006,en,NO,NO,85,20,,Mon Jan 25 02:42:09 +0000 2021
150,1353533591607795712,negative,0.322393536567688,-0.8500726819038391,2.6292569637298584,en,NO,NO,243,46,,Mon Jan 25 02:42:10 +0000 2021
151,1353533694858899456,positive,0.11074839532375336,2.117145538330078,0.2970874011516571,en,NO,NO,56,8,,Mon Jan 25 02:42:34 +0000 2021
152,1353533933275766787,positive,0.8492870330810547,4.2493810653686515,-1.0851949453353882,en,NO,NO,650,19,,Mon Jan 25 02:43:31 +0000 2021
153,1353535795789844480,negative,1.3035415410995483,-0.08657660335302353,1.5268511772155762,en,NO,NO,261,42,,Mon Jan 25 02:50:55 +0000 2021
154,1353536829010677763,positive,0.7056156992912292,2.8509910106658936,-0.2541983425617218,en,NO,NO,91,12,,Mon Jan 25 02:55:02 +0000 2021
155,1353536839240609793,negative,1.2002037763595579,0.2951111197471619,1.3602344989776611,en,NO,NO,48,29,,Mon Jan 25 02:55:04 +0000 2021
156,1353537182393315331,neutral,1.1747473478317259,1.0378769636154177,-0.16455942392349246,en,NO,NO,103,63,,Mon Jan 25 02:56:26 +0000 2021
157,1353537281483653120,neutral,2.0938460826873784,0.9651411771774292,-0.20793110132217407,en,NO,NO,235,31,,Mon Jan 25 02:56:50 +0000 2021
158,1353537440917688321,neutral,2.451542377471924,1.7764438390731812,0.1964877545833588,en,NO,NO,40,22,,Mon Jan 25 02:57:28 +0000 2021
159,1353537525332242437,negative,0.7186416387557983,-0.6867091655731201,2.5573291778564453,en,NO,NO,35,3,,Mon Jan 25 02:57:48 +0000 2021
160,1353537767129624579,neutral,1.3590660095214844,0.06595929712057114,0.8027224540710449,en,NO,NO,400,75,,Mon Jan 25 02:58:45 +0000 2021
161,1353537986936233985,negative,1.2461254596710205,-0.8624493479728699,3.0777347087860107,en,NO,NO,34,18,,Mon Jan 25 02:59:38 +0000 2021
162,1353525537055109122,neutral,1.6810637712478638,0.5126693248748779,0.04375259578227997,en,NO,NO,49,28,,Mon Jan 25 02:10:09 +0000 2021
163,1353533584183799808,negative,1.4820196628570557,-0.6449823975563049,1.972296953201294,en,NO,NO,47,20,,Mon Jan 25 02:42:08 +0000 2021
164,1353535961230139393,positive,0.8415635228157043,2.1516318321228027,-0.5215176343917847,en,NO,NO,37,3,,Mon Jan 25 02:51:35 +0000 2021
165,1353525761328734209,neutral,1.506952881813049,-0.3610823750495911,1.2210303544998171,en,NO,NO,31,13,,Mon Jan 25 02:11:03 +0000 2021
166,1353525272914644993,negative,1.6240841150283811,-1.0065547227859497,1.8786289691925049,en,NO,NO,110,30,,Mon Jan 25 02:09:07 +0000 2021
167,1353537076155854850,negative,1.7039085626602173,-1.1374201774597168,2.784711599349976,en,NO,NO,57,9,,Mon Jan 25 02:56:01 +0000 2021
168,1353538136215838721,positive,0.7237265706062317,1.1768115758895874,0.9773771166801452,en,NO,NO,152,7,,Mon Jan 25 03:00:13 +0000 2021
169,1353538142066929671,neutral,1.6540967226028442,0.05584165453910828,1.1133557558059692,en,NO,NO,30,3,,Mon Jan 25 03:00:15 +0000 2021
170,1353538974321676290,negative,1.2408146858215332,-0.35804137587547297,1.8005977869033811,en,NO,NO,43,15,,Mon Jan 25 03:03:33 +0000 2021
171,1353539100448591875,negative,1.1162940263748171,-0.8010439872741699,1.8293612003326416,en,NO,NO,53,28,,Mon Jan 25 03:04:03 +0000 2021
172,1353539316287475719,neutral,1.9234347343444824,1.4493271112442017,-0.4243436455726624,en,NO,NO,41,5,,Mon Jan 25 03:04:55 +0000 2021
173,1353539449230127104,negative,0.5840892195701599,-0.079825259745121,2.717033863067627,en,NO,NO,85,8,,Mon Jan 25 03:05:26 +0000 2021
174,1353540471797080064,negative,1.1196173429489136,0.7013954520225525,1.6420146226882937,en,NO,NO,93,21,,Mon Jan 25 03:09:30 +0000 2021
175,1353540800097955847,negative,1.3241113424301147,0.3789837956428528,1.4927899837493896,en,NO,NO,118,25,,Mon Jan 25 03:10:48 +0000 2021
176,1353540821774118912,positive,1.6938241720199585,1.8231542110443115,-0.1006712093949318,en,NO,NO,36,3,,Mon Jan 25 03:10:54 +0000 2021
177,1353540956537151489,negative,1.015232801437378,0.9253246188163756,1.243757724761963,en,NO,NO,109,9,,Mon Jan 25 03:11:26 +0000 2021
178,1353541144190267395,negative,0.9624145030975342,-0.3284064829349518,1.8895509243011477,en,NO,NO,376,71,,Mon Jan 25 03:12:11 +0000 2021
179,1353541370141667329,negative,1.548697590827942,-0.9337115287780762,1.9129378795623782,en,NO,NO,2540,1275,,Mon Jan 25 03:13:04 +0000 2021
180,1353541406468534272,negative,1.0010803937911987,-1.0269204378128052,2.713135004043579,en,NO,NO,180,37,,Mon Jan 25 03:13:13 +0000 2021
181,1353541606411005954,negative,0.31866058707237244,-0.08970705419778824,1.6472452878952026,en,NO,NO,34,8,,Mon Jan 25 03:14:01 +0000 2021
182,1353541688090898433,negative,0.957965850830078,-0.3762595355510712,2.422827959060669,en,NO,NO,52,10,,Mon Jan 25 03:14:20 +0000 2021
